2009-12-11 16:57:42 UTC+0000|[LIVE RESPONSE]| (System time)|
2008-04-13 18:36:43 UTC+0000|[PE HEADER (module)]| pci.sys| Base: 0xf84d8000
2008-04-13 18:32:50 UTC+0000|[PE HEADER (module)]| rdpdr.sys| Base: 0xf8163000
2004-02-10 19:16:28 UTC+0000|[PE HEADER (module)]| ialmdd5.DLL| Base: 0xbfa22000
2008-04-13 18:40:29 UTC+0000|[PE HEADER (module)]| atapi.sys| Base: 0xf847b000
2004-02-10 19:10:06 UTC+0000|[PE HEADER (module)]| ialmrnt5.dll| Base: 0xbf9d6000
2008-04-13 18:45:22 UTC+0000|[PE HEADER (module)]| HIDPARSE.SYS| Base: 0xf8898000
2009-08-14 13:21:11 UTC+0000|[PE HEADER (module)]| win32k.sys| Base: 0xbf800000
2008-04-13 18:39:47 UTC+0000|[PE HEADER (module)]| mouclass.sys| Base: 0xf8860000
2008-04-13 18:36:40 UTC+0000|[PE HEADER (module)]| isapnp.sys| Base: 0xf8538000
2009-11-02 13:25:10 UTC+0000|[PE HEADER (module)]| avgtdix.sys| Base: 0xefd22000
2004-02-10 19:09:50 UTC+0000|[PE HEADER (module)]| ialmdev5.DLL| Base: 0xbfa03000
2004-02-10 19:09:59 UTC+0000|[PE HEADER (module)]| ialmdnt5.dll| Base: 0xbf9e4000
2001-08-17 20:47:39 UTC+0000|[PE HEADER (module)]| Null.SYS| Base: 0xf8c45000
2008-04-13 18:45:34 UTC+0000|[PE HEADER (module)]| USBPORT.SYS| Base: 0xf8226000
2008-04-13 19:28:38 UTC+0000|[PE HEADER (module)]| rdbss.sys| Base: 0xefc87000
2008-04-13 19:19:42 UTC+0000|[PE HEADER (module)]| ipsec.sys| Base: 0xefdd2000
2008-04-13 19:19:43 UTC+0000|[PE HEADER (module)]| rasl2tp.sys| Base: 0xf86e8000
2008-04-13 19:14:21 UTC+0000|[PE HEADER (module)]| Cdfs.SYS| Base: 0xf8618000
2008-04-13 18:36:50 UTC+0000|[PE HEADER (module)]| sr.sys| Base: 0xf8449000
2001-08-17 20:53:19 UTC+0000|[PE HEADER (module)]| Dxapi.sys| Base: 0xf89cc000
2008-04-13 18:40:24 UTC+0000|[PE HEADER (module)]| flpydisk.sys| Base: 0xf8868000
2008-04-13 18:40:29 UTC+0000|[PE HEADER (module)]| dump_atapi.sys| Base: 0xefa98000
2008-04-13 18:40:57 UTC+0000|[PE HEADER (module)]| imapi.sys| Base: 0xf86b8000
2008-04-13 18:39:52 UTC+0000|[PE HEADER (module)]| swenum.sys| Base: 0xf8a4c000
2008-04-13 18:56:36 UTC+0000|[PE HEADER (module)]| psched.sys| Base: 0xf81ae000
2001-08-17 20:49:53 UTC+0000|[PE HEADER (module)]| ptilink.sys| Base: 0xf8850000
2008-08-14 10:04:35 UTC+0000|[PE HEADER (module)]| afd.sys| Base: 0xefcb2000
2008-04-13 18:44:45 UTC+0000|[PE HEADER (module)]| dmio.sys| Base: 0xf8493000
2008-04-13 18:40:29 UTC+0000|[PE HEADER (module)]| PCIIDEX.SYS| Base: 0xf87b8000
2008-10-24 11:21:07 UTC+0000|[PE HEADER (module)]| mrxsmb.sys| Base: 0xefc17000
2001-08-17 20:51:49 UTC+0000|[PE HEADER (module)]| PCIIde.sys| Base: 0xf8b00000
2008-04-13 19:20:35 UTC+0000|[PE HEADER (module)]| NDIS.sys| Base: 0xf8378000
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_CTLCUACount:ctor| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 2/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-10 17:48:35 UTC+0000|[USER ASSIST]| UEME_UITOOLBAR| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 32/Count: 47/FocusCount: N/A/TimeFocused: N/A
2009-12-10 17:48:35 UTC+0000|[USER ASSIST]| UEME_UITOOLBAR:0x1,120| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 32/Count: 22/FocusCount: N/A/TimeFocused: N/A
2009-12-10 02:03:48 UTC+0000|[USER ASSIST]| UEME_UITOOLBAR:0x1,130| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 15/FocusCount: N/A/TimeFocused: N/A
2009-12-03 00:04:59 UTC+0000|[USER ASSIST]| UEME_UITOOLBAR:0x1,121| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 22/Count: 1/FocusCount: N/A/TimeFocused: N/A
2009-12-07 16:02:08 UTC+0000|[USER ASSIST]| UEME_UITOOLBAR:0x1,133| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 27/Count: 1/FocusCount: N/A/TimeFocused: N/A
2009-12-07 16:04:44 UTC+0000|[USER ASSIST]| UEME_UITOOLBAR:0x4,7031| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 27/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_CTLCUACount:ctor| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 1/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-11 16:57:05 UTC+0000|[USER ASSIST]| UEME_RUNPATH| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 32/Count: 260/FocusCount: N/A/TimeFocused: N/A
2009-12-07 16:07:31 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\Program Files\Internet Explorer\iexplore.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 27/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-10 22:09:18 UTC+0000|[USER ASSIST]| UEME_RUNPIDL| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 80/FocusCount: N/A/TimeFocused: N/A
2009-11-13 01:46:36 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:::{2559A1F4-21D7-11D4-BDAF-00C04F60B9F0}| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 3/Count: 5/FocusCount: N/A/TimeFocused: N/A
2009-12-11 16:57:05 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\WINDOWS\system32\cmd.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 32/Count: 45/FocusCount: N/A/TimeFocused: N/A
2009-12-11 16:47:16 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\Program Files\Outlook Express\msimn.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 32/Count: 21/FocusCount: N/A/TimeFocused: N/A
2009-11-16 17:30:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:::{2559A1F5-21D7-11D4-BDAF-00C04F60B9F0}| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 6/Count: 1/FocusCount: N/A/TimeFocused: N/A
2009-12-07 18:29:29 UTC+0000|[USER ASSIST]| UEME_RUNCPL| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 27/Count: 8/FocusCount: N/A/TimeFocused: N/A
2009-11-14 00:56:09 UTC+0000|[USER ASSIST]| UEME_RUNCPL:timedate.cpl| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 4/Count: 1/FocusCount: N/A/TimeFocused: N/A
2009-11-14 01:13:35 UTC+0000|[USER ASSIST]| UEME_RUNPATH:E:\mdd_1.3.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 4/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-11 16:47:16 UTC+0000|[USER ASSIST]| UEME_UISCUT| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 32/Count: 111/FocusCount: N/A/TimeFocused: N/A
2009-12-10 16:38:44 UTC+0000|[USER ASSIST]| UEME_RUNPATH:Mozilla Firefox.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 23/FocusCount: N/A/TimeFocused: N/A
2009-12-10 16:38:44 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\Program Files\Mozilla Firefox\firefox.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 26/FocusCount: N/A/TimeFocused: N/A
2009-12-07 18:29:29 UTC+0000|[USER ASSIST]| UEME_RUNCPL:SYSDM.CPL| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 27/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\Outlook Express.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 6/Count: 0/FocusCount: N/A/TimeFocused: N/A
2009-12-11 16:47:16 UTC+0000|[USER ASSIST]| UEME_RUNPATH:Outlook Express.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 32/Count: 19/FocusCount: N/A/TimeFocused: N/A
2009-12-10 17:49:54 UTC+0000|[USER ASSIST]| UEME_RUNPATH:::{871C5380-42A0-1069-A2EA-08002B30309D}| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 20/FocusCount: N/A/TimeFocused: N/A
2009-11-23 22:12:38 UTC+0000|[USER ASSIST]| UEME_RUNPATH:OpenOffice.org 3.1.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 13/Count: 4/FocusCount: N/A/TimeFocused: N/A
2009-11-23 22:12:46 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\Program Files\OpenOffice.org 3\program\soffice.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 13/Count: 4/FocusCount: N/A/TimeFocused: N/A
2009-11-18 22:08:19 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\Games\Minesweeper.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 10/Count: 1/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\2008PatentRollupROUGH.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 6/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-10 22:09:18 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Desktop\Outlook Express.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 10/FocusCount: N/A/TimeFocused: N/A
2009-12-10 22:09:18 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Desktop| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 10/FocusCount: N/A/TimeFocused: N/A
2009-12-10 16:35:32 UTC+0000|[USER ASSIST]| UEME_RUNPATH:::{20D04FE0-3AEA-1069-A2D8-08002B30309D}| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-05 02:52:55 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\WINDOWS\system32\rundll32.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 24/Count: 1/FocusCount: N/A/TimeFocused: N/A
2009-11-17 18:51:20 UTC+0000|[USER ASSIST]| UEME_RUNCPL:desk.cpl| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 8/Count: 1/FocusCount: N/A/TimeFocused: N/A
2009-11-17 22:06:55 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\Python26\pythonw.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 8/Count: 1/FocusCount: N/A/TimeFocused: N/A
2009-12-10 16:36:31 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\WINDOWS\system32\NOTEPAD.EXE| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 9/FocusCount: N/A/TimeFocused: N/A
2009-11-18 22:08:21 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\WINDOWS\system32\winmine.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 10/Count: 1/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\Hague System.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 10/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\pubfreeinf.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 10/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\6994854.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 10/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-07 16:02:06 UTC+0000|[USER ASSIST]| UEME_RUNPATH:::{450D8FBA-AD25-11D0-98A8-0800361B1103}| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 27/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-11-23 22:16:33 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\Program Files\OpenOffice.org 3\program\swriter.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 13/Count: 5/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\PatentlawTreaty.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 11/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\PatentResearch - General.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 11/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\From Jessie-Chicken.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 11/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\MiscFood.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 11/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-05 00:32:56 UTC+0000|[USER ASSIST]| UEME_RUNPATH:Adobe Reader 9.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 1/FocusCount: N/A/TimeFocused: N/A
2009-12-05 00:32:56 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\Program Files\Adobe\Reader 9.0\Reader\AcroRd32.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 1/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\BudgetNov.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 11/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\Budget.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 11/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\VANIA.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 11/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\Other Patent.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 11/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-11-20 19:35:00 UTC+0000|[USER ASSIST]| UEME_RUNPATH:::{208D2C60-3AEA-1069-A2D7-08002B30309D}| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 11/Count: 1/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\Doll_having_delayed_wetting_and_crying_a.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 13/Count: 0/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\AIAA-1997-644-716.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 13/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\TATUTTQ_T.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 13/Count: 0/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\_LIMBACH.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 13/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\Will1.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 13/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-11-25 03:38:30 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\WINDOWS\system32\wupdmgr.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 16/Count: 1/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\26-apc-145.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 18/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\Means_and_method_for_automatic_resonance.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 18/Count: 0/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\Patent.Misc.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 18/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\Brother HL-2170W\UnInstall.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 18/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\Brother HL-2170W\HL-2170W Interactive Help.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 18/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\Brother HL-2170W\User's Guides in HTML format.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 18/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\Brother HL-2170W\Driver Help file.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 18/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\MA.08-11.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 18/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\String_vibration_transducer_bridge_for_e.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 18/Count: 0/FocusCount: N/A/TimeFocused: N/A
2009-12-10 21:14:51 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\All Users\Desktop\Mozilla Firefox.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 6/FocusCount: N/A/TimeFocused: N/A
2009-12-10 21:14:51 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\All Users\Desktop| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 31/Count: 6/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\Quantum_cryptography.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 22/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\Free_space_quantum_cryptography_system.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 22/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\72-10-13.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 22/Count: 0/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\Method_for_key_distribution_using_quantu.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 22/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\104416fireextinguishersDFMmetricizedversion2.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 22/Count: 0/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\QuantCryptStuff.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 22/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:C:\Documents and Settings\Pat\Recent\PBT_progress_appendix.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 22/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-03 18:09:37 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\AVG 9.0\Uninstall AVG.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 1/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\AVG 9.0\AVG User Interface.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\AVG 9.0\AVG Tray Icon.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-03 18:09:37 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\AVG 9.0| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 2/FocusCount: N/A/TimeFocused: N/A
2009-12-03 18:09:38 UTC+0000|[USER ASSIST]| UEME_RUNPATH:C:\Program Files\AVG\AVG9\setup.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 1/FocusCount: N/A/TimeFocused: N/A
2009-12-04 00:40:48 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\Mozilla Firefox\Mozilla Firefox.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 3/FocusCount: N/A/TimeFocused: N/A
2009-12-04 00:40:48 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\Mozilla Firefox| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 4/FocusCount: N/A/TimeFocused: N/A
2009-12-03 18:19:01 UTC+0000|[USER ASSIST]| UEME_RUNPATH:E:\xpadvancedkeylogger.exe| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 1/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\XP Advanced\XP Advanced Keylogger.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\XP Advanced\Help Online.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 2/FocusCount: N/A/TimeFocused: N/A
1970-01-01 00:00:00 UTC+0000|[USER ASSIST]| UEME_RUNPIDL:%csidl2%\XP Advanced\Homepage.lnk| Registry: \Device\HarddiskVolume1\Documents and Settings\Pat\NTUSER.DAT /ID: 23/Count: 2/FocusCount: N/A/TimeFocused: N/A
